 

stn;time;rre150h0;qrre150h0
BIA;2024033113;5.3;4
BIA;2024033114;5.5;4
BIA;2024033115;3.6;4
BIA;2024033116;6.5;4
BIA;2024033117;5.0;4
BIA;2024033118;3.7;4
BIA;2024033119;1.3;4
BIA;2024033120;1.1;4
BIA;2024033121;3.2;4
BIA;2024033122;5.2;4
BIA;2024033123;5.9;4
BIA;2024040100;5.3;4
BIA;2024040101;5.5;4
BIA;2024040102;7.2;4
BIA;2024040103;7.9;4
BIA;2024040104;5.3;4
BIA;2024040105;3.6;4
BIA;2024040106;0.9;4
BIA;2024040107;0.8;4
BIA;2024040108;0.4;4
BIA;2024040109;0.6;4
BIA;2024040110;0.1;4
BIA;2024040111;0.6;4
BIA;2024040112;2.3;4
BIA;2024040113;1.5;4
BIA;2024040114;1.3;4
BIA;2024040115;0.2;4
BIA;2024040116;0.0;4
BIA;2024040117;0.0;4
BIA;2024040118;0.0;4
BIA;2024040119;0.0;4
BIA;2024040120;0.0;4
BIA;2024040121;0.0;4
BIA;2024040122;0.0;4
BIA;2024040123;0.0;4
BIA;2024040200;0.0;4
BIA;2024040201;0.0;4
BIA;2024040202;0.0;4
BIA;2024040203;0.0;4
BIA;2024040204;0.0;4
BIA;2024040205;0.0;4
BIA;2024040206;0.0;4
BIA;2024040207;0.0;4
BIA;2024040208;0.0;4
BIA;2024040209;0.0;4
BIA;2024040210;0.0;4
BIA;2024040211;0.0;4
BIA;2024040212;0.0;4
BIA;2024040213;0.0;4
BIA;2024040214;0.0;4
BIA;2024040215;0.0;4
BIA;2024040216;0.0;4
BIA;2024040217;0.0;4
BIA;2024040218;0.0;4
BIA;2024040219;0.0;4
BIA;2024040220;0.0;4
BIA;2024040221;0.0;4
BIA;2024040222;0.0;4
BIA;2024040223;0.0;4
BIA;2024040300;0.0;4
BIA;2024040301;0.0;4
BIA;2024040302;0.0;4
BIA;2024040303;0.0;4
BIA;2024040304;0.0;4
BIA;2024040305;0.0;4
BIA;2024040306;0.9;4
BIA;2024040307;3.2;4
BIA;2024040308;1.2;4
BIA;2024040309;0.2;4
BIA;2024040310;0.0;4
BIA;2024040311;0.1;4
BIA;2024040312;0.0;4
BIA;2024040313;0.0;4
BIA;2024040314;0.0;4
BIA;2024040315;0.0;4
BIA;2024040316;0.0;4
BIA;2024040317;0.0;4
BIA;2024040318;0.0;4
BIA;2024040319;0.0;4
BIA;2024040320;0.0;4
BIA;2024040321;0.0;4
BIA;2024040322;0.0;4
BIA;2024040323;0.0;4
BIA;2024040400;0.0;4
BIA;2024040401;0.0;4
BIA;2024040402;0.0;4
BIA;2024040403;0.0;4
BIA;2024040404;0.0;4
BIA;2024040405;0.0;4
BIA;2024040406;0.0;4
BIA;2024040407;0.0;4
BIA;2024040408;0.0;4
BIA;2024040409;0.0;4
BIA;2024040410;0.0;4
BIA;2024040411;0.0;4
BIA;2024040412;0.0;4
BIA;2024040413;0.0;4
BIA;2024040414;0.0;4
BIA;2024040415;0.0;4
BIA;2024040416;0.0;4
BIA;2024040417;0.0;4
BIA;2024040418;0.0;4
BIA;2024040419;0.0;4
BIA;2024040420;0.0;4
BIA;2024040421;0.0;4
BIA;2024040422;0.0;4
BIA;2024040423;0.0;4
BIA;2024040500;0.0;4
BIA;2024040501;0.0;4
BIA;2024040502;0.0;4
BIA;2024040503;0.0;4
BIA;2024040504;0.0;4
BIA;2024040505;0.0;4
BIA;2024040506;0.0;4
BIA;2024040507;0.0;4
BIA;2024040508;0.0;4
BIA;2024040509;0.0;4
BIA;2024040510;0.0;4
BIA;2024040511;0.0;4
BIA;2024040512;0.0;4
BIA;2024040513;0.0;4
BIA;2024040514;0.0;4
BIA;2024040515;0.0;4
BIA;2024040516;0.0;4
BIA;2024040517;0.0;4
BIA;2024040518;0.0;4
BIA;2024040519;0.0;4
BIA;2024040520;0.0;4
BIA;2024040521;0.0;4
BIA;2024040522;0.0;4
BIA;2024040523;0.0;4
BIA;2024040600;0.0;4
BIA;2024040601;0.0;4
BIA;2024040602;0.0;4
BIA;2024040603;0.0;4
BIA;2024040604;0.0;4
BIA;2024040605;0.0;4
BIA;2024040606;0.0;4
BIA;2024040607;0.0;4
BIA;2024040608;0.0;4
BIA;2024040609;0.0;4
BIA;2024040610;0.0;4
BIA;2024040611;0.0;4
BIA;2024040612;0.0;4
BIA;2024040613;0.0;4
BIA;2024040614;0.0;4
BIA;2024040615;0.0;4
BIA;2024040616;0.0;4
BIA;2024040617;0.0;4
BIA;2024040618;0.0;4
BIA;2024040619;0.0;4
BIA;2024040620;0.0;4
BIA;2024040621;0.0;4
BIA;2024040622;0.0;4
BIA;2024040623;0.0;4
BIA;2024040700;0.0;4
BIA;2024040701;0.0;4
BIA;2024040702;0.0;4
BIA;2024040703;0.0;4
BIA;2024040704;0.0;4
BIA;2024040705;0.0;4
BIA;2024040706;0.0;4
BIA;2024040707;0.0;4
BIA;2024040708;0.0;4
BIA;2024040709;0.0;4
BIA;2024040710;0.0;4
BIA;2024040711;0.0;4
BIA;2024040712;0.0;4
BIA;2024040713;0.0;4
BIA;2024040714;0.0;4
BIA;2024040715;0.0;4
BIA;2024040716;0.0;4
BIA;2024040717;0.0;4
BIA;2024040718;0.0;4
BIA;2024040719;0.0;4
BIA;2024040720;0.0;4
BIA;2024040721;0.0;4
BIA;2024040722;0.0;4
BIA;2024040723;0.0;4
BIA;2024040800;0.0;4
BIA;2024040801;0.0;4
BIA;2024040802;0.0;4
BIA;2024040803;0.0;4
BIA;2024040804;0.0;4
BIA;2024040805;0.0;4
BIA;2024040806;0.0;4
BIA;2024040807;0.0;4
BIA;2024040808;0.0;4
BIA;2024040809;0.0;4
BIA;2024040810;0.0;4
BIA;2024040811;0.0;4
BIA;2024040812;0.0;4
BIA;2024040813;0.0;4
BIA;2024040814;0.0;4
BIA;2024040815;0.0;4
BIA;2024040816;0.0;4
BIA;2024040817;0.0;4
BIA;2024040818;0.0;4
BIA;2024040819;0.0;4
BIA;2024040820;0.0;4
BIA;2024040821;0.0;4
BIA;2024040822;0.0;4
BIA;2024040823;0.0;4
BIA;2024040900;0.0;4
BIA;2024040901;0.0;4
BIA;2024040902;0.0;4
BIA;2024040903;0.0;4
BIA;2024040904;0.0;4
BIA;2024040905;0.0;4
BIA;2024040906;0.0;4
BIA;2024040907;0.0;4
BIA;2024040908;0.0;4
BIA;2024040909;0.0;4
BIA;2024040910;0.0;4
BIA;2024040911;0.2;4
BIA;2024040912;0.3;4
BIA;2024040913;2.1;4
BIA;2024040914;3.8;4
BIA;2024040915;6.0;4
BIA;2024040916;2.9;4
BIA;2024040917;1.3;4
BIA;2024040918;0.9;4
BIA;2024040919;0.4;4
BIA;2024040920;0.8;4
BIA;2024040921;0.1;4
BIA;2024040922;0.0;4
BIA;2024040923;1.3;4
BIA;2024041000;1.2;4
BIA;2024041001;0.4;4
BIA;2024041002;0.3;4
BIA;2024041003;0.0;4
BIA;2024041004;0.0;4
BIA;2024041005;0.0;4
BIA;2024041006;0.0;4
BIA;2024041007;0.0;4
BIA;2024041008;0.0;4
BIA;2024041009;0.0;4
BIA;2024041010;0.0;4
BIA;2024041011;0.0;4
BIA;2024041012;0.0;4
BIA;2024041013;0.0;4
BIA;2024041014;0.0;4
BIA;2024041015;0.0;4
BIA;2024041016;0.0;4
BIA;2024041017;0.0;4
BIA;2024041018;0.0;4
BIA;2024041019;0.0;4
BIA;2024041020;0.0;4
BIA;2024041021;0.0;4
BIA;2024041022;0.0;4
BIA;2024041023;0.0;4
BIA;2024041100;0.0;4
BIA;2024041101;0.0;4
BIA;2024041102;0.0;4
BIA;2024041103;0.0;4
BIA;2024041104;0.0;4
BIA;2024041105;0.0;4
BIA;2024041106;0.0;4
BIA;2024041107;0.0;4
BIA;2024041108;0.0;4
BIA;2024041109;0.0;4
BIA;2024041110;0.0;4
BIA;2024041111;0.0;4
BIA;2024041112;0.0;4
BIA;2024041113;0.0;4
BIA;2024041114;0.0;4
BIA;2024041115;0.0;4
BIA;2024041116;0.0;4
BIA;2024041117;0.0;4
BIA;2024041118;0.0;4
BIA;2024041119;0.0;4
BIA;2024041120;0.0;4
BIA;2024041121;0.0;4
BIA;2024041122;0.0;4
BIA;2024041123;0.0;4
BIA;2024041200;0.0;4
BIA;2024041201;0.0;4
BIA;2024041202;0.0;4
BIA;2024041203;0.0;4
BIA;2024041204;0.0;4
BIA;2024041205;0.0;4
BIA;2024041206;0.0;4
BIA;2024041207;0.0;4
BIA;2024041208;0.0;4
BIA;2024041209;0.0;4
BIA;2024041210;0.0;4
BIA;2024041211;0.0;4
BIA;2024041212;0.0;4
BIA;2024041213;0.0;4
BIA;2024041214;0.0;4
BIA;2024041215;0.0;4
BIA;2024041216;0.0;4
BIA;2024041217;0.0;4
BIA;2024041218;0.0;4
BIA;2024041219;0.0;4
BIA;2024041220;0.0;4
BIA;2024041221;0.0;4
BIA;2024041222;0.0;4
BIA;2024041223;0.0;4
BIA;2024041300;0.0;4
BIA;2024041301;0.0;4
BIA;2024041302;0.0;4
BIA;2024041303;0.0;4
BIA;2024041304;0.0;4
BIA;2024041305;0.0;4
BIA;2024041306;0.0;4
BIA;2024041307;0.0;4
BIA;2024041308;0.0;4
BIA;2024041309;0.0;4
BIA;2024041310;0.0;4
BIA;2024041311;0.0;4
BIA;2024041312;0.0;4
BIA;2024041313;0.0;4
BIA;2024041314;0.0;4
BIA;2024041315;0.0;4
BIA;2024041316;0.0;4
BIA;2024041317;0.0;4
BIA;2024041318;0.0;4
BIA;2024041319;0.0;4
BIA;2024041320;0.0;4
BIA;2024041321;0.0;4
BIA;2024041322;0.0;4
BIA;2024041323;0.0;4
BIA;2024041400;0.0;4
BIA;2024041401;0.0;4
BIA;2024041402;0.0;4
BIA;2024041403;0.0;4
BIA;2024041404;0.0;4
BIA;2024041405;0.0;4
BIA;2024041406;0.0;4
BIA;2024041407;0.0;4
BIA;2024041408;0.0;4
BIA;2024041409;0.0;4
BIA;2024041410;0.0;4
BIA;2024041411;0.0;4
BIA;2024041412;0.0;4
BIA;2024041413;0.0;4
BIA;2024041414;0.0;4
BIA;2024041415;0.0;4
BIA;2024041416;0.0;4
BIA;2024041417;0.0;4
BIA;2024041418;0.0;4
BIA;2024041419;0.0;4
BIA;2024041420;0.0;4
BIA;2024041421;0.0;4
BIA;2024041422;0.0;4
BIA;2024041423;0.0;4
BIA;2024041500;0.0;4
BIA;2024041501;0.0;4
BIA;2024041502;0.0;4
BIA;2024041503;0.0;4
BIA;2024041504;0.0;4
BIA;2024041505;0.0;4
BIA;2024041506;0.0;4
BIA;2024041507;0.0;4
BIA;2024041508;0.0;4
BIA;2024041509;0.0;4
BIA;2024041510;0.0;4
BIA;2024041511;0.0;4
BIA;2024041512;0.0;4
BIA;2024041513;0.0;4
BIA;2024041514;0.0;4
BIA;2024041515;0.0;4
BIA;2024041516;0.0;4
BIA;2024041517;0.0;4
BIA;2024041518;0.0;4
BIA;2024041519;0.0;4
BIA;2024041520;0.0;4
BIA;2024041521;0.0;4
BIA;2024041522;0.0;4
BIA;2024041523;0.0;4
BIA;2024041600;0.0;4
BIA;2024041601;0.0;4
BIA;2024041602;0.0;4
BIA;2024041603;0.0;4
BIA;2024041604;0.0;4
BIA;2024041605;0.0;4
BIA;2024041606;0.0;4
BIA;2024041607;0.0;4
BIA;2024041608;0.0;4
BIA;2024041609;0.0;4
BIA;2024041610;0.0;4
BIA;2024041611;0.0;4
BIA;2024041612;0.0;4
BIA;2024041613;0.0;4
BIA;2024041614;0.0;4
BIA;2024041615;0.0;4
BIA;2024041616;0.0;4
BIA;2024041617;0.0;4
BIA;2024041618;0.0;4
BIA;2024041619;0.0;4
BIA;2024041620;0.0;4
BIA;2024041621;0.0;4
BIA;2024041622;0.0;4
BIA;2024041623;0.0;4
BIA;2024041700;0.0;4
BIA;2024041701;0.0;4
BIA;2024041702;0.0;4
BIA;2024041703;0.0;4
BIA;2024041704;0.0;4
BIA;2024041705;0.0;4
BIA;2024041706;0.0;4
BIA;2024041707;0.0;4
BIA;2024041708;0.0;4
BIA;2024041709;0.0;4
BIA;2024041710;0.0;4
BIA;2024041711;0.0;4
BIA;2024041712;0.0;4
BIA;2024041713;0.0;4
BIA;2024041714;0.0;4
BIA;2024041715;0.0;4
BIA;2024041716;0.0;4
BIA;2024041717;0.0;4
BIA;2024041718;0.0;4
BIA;2024041719;0.0;4
BIA;2024041720;0.0;4
BIA;2024041721;0.0;4
BIA;2024041722;0.0;4
BIA;2024041723;0.0;4
BIA;2024041800;0.0;4
BIA;2024041801;0.0;4
BIA;2024041802;0.0;4
BIA;2024041803;0.0;4
BIA;2024041804;0.0;4
BIA;2024041805;0.0;4
BIA;2024041806;0.0;4
BIA;2024041807;0.0;4
BIA;2024041808;0.0;4
BIA;2024041809;0.0;4
BIA;2024041810;0.0;4
BIA;2024041811;0.0;4
BIA;2024041812;0.0;4
BIA;2024041813;0.0;4
BIA;2024041814;0.0;4
BIA;2024041815;0.0;4
BIA;2024041816;0.0;4
BIA;2024041817;0.0;4
BIA;2024041818;0.0;4
BIA;2024041819;0.0;4
BIA;2024041820;0.0;4
BIA;2024041821;0.0;4
BIA;2024041822;0.0;4
BIA;2024041823;0.0;4
BIA;2024041900;0.0;4
BIA;2024041901;0.0;4
BIA;2024041902;0.0;4
BIA;2024041903;0.0;4
BIA;2024041904;0.0;4
BIA;2024041905;0.0;4
BIA;2024041906;0.0;4
BIA;2024041907;0.0;4
BIA;2024041908;0.0;4
BIA;2024041909;0.0;4
BIA;2024041910;0.0;4
BIA;2024041911;0.0;4
BIA;2024041912;0.0;4
BIA;2024041913;0.0;4
BIA;2024041914;0.0;4
BIA;2024041915;0.0;4
BIA;2024041916;0.0;4
BIA;2024041917;0.0;4
BIA;2024041918;0.0;4
BIA;2024041919;0.0;4
BIA;2024041920;0.0;4
BIA;2024041921;0.1;4
BIA;2024041922;0.0;4
BIA;2024041923;0.1;4
BIA;2024042000;0.0;4
BIA;2024042001;0.0;4
BIA;2024042002;0.0;4
BIA;2024042003;0.0;4
BIA;2024042004;0.0;4
BIA;2024042005;0.0;4
BIA;2024042006;0.0;4
BIA;2024042007;0.0;4
BIA;2024042008;0.0;4
BIA;2024042009;0.0;4
BIA;2024042010;0.0;4
BIA;2024042011;0.0;4
BIA;2024042012;0.0;4
BIA;2024042013;0.0;4
BIA;2024042014;0.0;4
BIA;2024042015;0.0;4
BIA;2024042016;0.0;4
BIA;2024042017;0.0;4
BIA;2024042018;0.0;4
BIA;2024042019;0.0;4
BIA;2024042020;0.0;4
BIA;2024042021;0.0;4
BIA;2024042022;0.0;4
BIA;2024042023;0.0;4
BIA;2024042100;0.0;4
BIA;2024042101;0.0;4
BIA;2024042102;0.0;4
BIA;2024042103;0.0;4
BIA;2024042104;0.0;4
BIA;2024042105;0.0;4
BIA;2024042106;0.0;4
BIA;2024042107;0.0;4
BIA;2024042108;0.0;4
BIA;2024042109;0.0;4
BIA;2024042110;0.0;4
BIA;2024042111;0.0;4
BIA;2024042112;0.0;4
BIA;2024042113;0.0;4
BIA;2024042114;0.0;4
BIA;2024042115;0.0;4
BIA;2024042116;0.0;4
BIA;2024042117;0.0;4
BIA;2024042118;0.0;4
BIA;2024042119;0.0;4
BIA;2024042120;0.0;4
BIA;2024042121;0.0;4
BIA;2024042122;0.0;4
BIA;2024042123;0.0;4
BIA;2024042200;0.0;4
BIA;2024042201;0.0;4
BIA;2024042202;0.0;4
BIA;2024042203;0.0;4
BIA;2024042204;0.0;4
BIA;2024042205;0.0;4
BIA;2024042206;0.0;4
BIA;2024042207;0.0;4
BIA;2024042208;0.0;4
BIA;2024042209;0.0;4
BIA;2024042210;0.0;4
BIA;2024042211;0.0;4
BIA;2024042212;0.0;4
BIA;2024042213;0.0;4
BIA;2024042214;0.0;4
BIA;2024042215;0.0;4
BIA;2024042216;0.0;4
BIA;2024042217;0.0;4
BIA;2024042218;0.0;4
BIA;2024042219;0.0;4
BIA;2024042220;0.0;4
BIA;2024042221;0.0;4
BIA;2024042222;0.0;4
BIA;2024042223;0.0;4
BIA;2024042300;0.0;4
BIA;2024042301;0.0;4
BIA;2024042302;0.0;4
BIA;2024042303;0.0;4
BIA;2024042304;0.0;4
BIA;2024042305;0.0;4
BIA;2024042306;0.0;4
BIA;2024042307;0.0;4
BIA;2024042308;0.0;4
BIA;2024042309;0.0;4
BIA;2024042310;0.0;4
BIA;2024042311;0.0;4
BIA;2024042312;0.0;4
BIA;2024042313;0.0;4
BIA;2024042314;0.0;4
BIA;2024042315;0.0;4
BIA;2024042316;0.0;4
BIA;2024042317;0.0;4
BIA;2024042318;0.0;4
BIA;2024042319;0.0;4
BIA;2024042320;0.0;4
BIA;2024042321;0.0;4
BIA;2024042322;0.0;4
BIA;2024042323;0.0;4
BIA;2024042400;0.0;4
BIA;2024042401;0.0;4
BIA;2024042402;0.0;4
BIA;2024042403;0.0;4
BIA;2024042404;0.0;4
BIA;2024042405;0.0;4
BIA;2024042406;0.0;4
BIA;2024042407;0.0;4
BIA;2024042408;0.0;4
BIA;2024042409;0.0;4
BIA;2024042410;0.0;4
BIA;2024042411;0.0;4
BIA;2024042412;0.0;4
BIA;2024042413;0.0;4
BIA;2024042414;0.0;4
BIA;2024042415;0.0;4
BIA;2024042416;0.0;4
BIA;2024042417;0.0;4
BIA;2024042418;0.0;4
BIA;2024042419;0.0;4
BIA;2024042420;0.0;4
BIA;2024042421;0.0;4
BIA;2024042422;0.0;4
BIA;2024042423;0.0;4
BIA;2024042500;0.0;4
BIA;2024042501;0.0;4
BIA;2024042502;0.0;4
BIA;2024042503;0.0;4
BIA;2024042504;0.0;4
BIA;2024042505;0.0;4
BIA;2024042506;0.0;4
BIA;2024042507;0.0;4
BIA;2024042508;0.0;4
BIA;2024042509;0.0;4
BIA;2024042510;0.0;4
BIA;2024042511;0.0;4
BIA;2024042512;0.0;4
BIA;2024042513;0.0;4
BIA;2024042514;0.0;4
BIA;2024042515;0.0;4
BIA;2024042516;0.0;4
BIA;2024042517;0.0;4
BIA;2024042518;0.0;4
BIA;2024042519;0.0;4
BIA;2024042520;0.0;4
BIA;2024042521;0.0;4
BIA;2024042522;0.0;4
BIA;2024042523;0.0;4
BIA;2024042600;0.0;4
BIA;2024042601;0.0;4
BIA;2024042602;0.0;4
BIA;2024042603;0.1;4
BIA;2024042604;0.1;4
BIA;2024042605;0.0;4
BIA;2024042606;0.0;4
BIA;2024042607;0.0;4
BIA;2024042608;0.0;4
BIA;2024042609;0.0;4
BIA;2024042610;0.0;4
BIA;2024042611;0.0;4
BIA;2024042612;0.0;4
BIA;2024042613;0.0;4
BIA;2024042614;0.0;4
BIA;2024042615;0.0;4
BIA;2024042616;0.0;4
BIA;2024042617;0.0;4
BIA;2024042618;0.0;4
BIA;2024042619;0.3;4
BIA;2024042620;0.3;4
BIA;2024042621;0.2;4
BIA;2024042622;0.2;4
BIA;2024042623;0.1;4
BIA;2024042700;0.2;4
BIA;2024042701;0.1;4
BIA;2024042702;0.0;4
BIA;2024042703;0.0;4
BIA;2024042704;0.0;4
BIA;2024042705;0.0;4
BIA;2024042706;0.0;4
BIA;2024042707;0.0;4
BIA;2024042708;0.0;4
BIA;2024042709;0.0;4
BIA;2024042710;0.0;4
BIA;2024042711;0.0;4
BIA;2024042712;0.0;4
BIA;2024042713;0.0;4
BIA;2024042714;0.4;4
BIA;2024042715;0.1;4
BIA;2024042716;0.7;4
BIA;2024042717;0.5;4
BIA;2024042718;0.5;4
BIA;2024042719;0.2;4
BIA;2024042720;0.3;4
BIA;2024042721;2.0;4
BIA;2024042722;1.8;4
BIA;2024042723;1.2;4
BIA;2024042800;0.6;4
BIA;2024042801;1.0;4
BIA;2024042802;1.5;4
BIA;2024042803;1.6;4
BIA;2024042804;2.0;4
BIA;2024042805;2.4;4
BIA;2024042806;2.1;4
BIA;2024042807;1.4;4
BIA;2024042808;1.5;4
BIA;2024042809;1.5;4
BIA;2024042810;1.2;4
BIA;2024042811;0.4;4
BIA;2024042812;0.7;4
BIA;2024042813;0.2;4
BIA;2024042814;0.1;4
BIA;2024042815;0.0;4
BIA;2024042816;0.0;4
BIA;2024042817;0.0;4
BIA;2024042818;0.0;4
BIA;2024042819;0.0;4
BIA;2024042820;0.0;4
BIA;2024042821;0.0;4
BIA;2024042822;0.0;4
BIA;2024042823;0.0;4
BIA;2024042900;0.0;4
BIA;2024042901;0.0;4
BIA;2024042902;0.0;4
BIA;2024042903;0.0;4
BIA;2024042904;0.0;4
BIA;2024042905;0.0;4
BIA;2024042906;0.0;4
BIA;2024042907;0.0;4
BIA;2024042908;0.0;4
BIA;2024042909;0.0;4
BIA;2024042910;0.0;4
BIA;2024042911;0.0;4
BIA;2024042912;0.0;4
BIA;2024042913;0.0;4
BIA;2024042914;0.0;4
BIA;2024042915;0.0;4
BIA;2024042916;0.0;4
BIA;2024042917;0.0;4
BIA;2024042918;0.0;4
BIA;2024042919;0.0;4
BIA;2024042920;0.0;4
BIA;2024042921;0.0;4
BIA;2024042922;0.0;4
BIA;2024042923;0.0;4
BIA;2024043000;0.0;4
BIA;2024043001;0.0;4
BIA;2024043002;0.0;4
BIA;2024043003;0.0;4
BIA;2024043004;0.0;4
BIA;2024043005;0.0;4
BIA;2024043006;0.0;4
BIA;2024043007;0.0;4
BIA;2024043008;0.0;4
BIA;2024043009;0.0;4
BIA;2024043010;0.0;4
BIA;2024043011;0.0;4
BIA;2024043012;0.0;4
BIA;2024043013;0.0;4
BIA;2024043014;0.0;4
BIA;2024043015;0.0;4
BIA;2024043016;0.0;4
BIA;2024043017;0.0;4
BIA;2024043018;0.0;4
BIA;2024043019;0.0;4
BIA;2024043020;0.0;4
BIA;2024043021;0.0;4
BIA;2024043022;0.0;4
BIA;2024043023;0.0;4
BIA;2024050100;0.0;4
BIA;2024050101;0.0;4
BIA;2024050102;0.1;4
BIA;2024050103;0.0;4
BIA;2024050104;0.8;4
BIA;2024050105;1.1;4
BIA;2024050106;1.3;4
BIA;2024050107;0.0;4
BIA;2024050108;0.0;4
BIA;2024050109;0.0;4
BIA;2024050110;0.0;4
BIA;2024050111;0.0;4
BIA;2024050112;0.0;4
BIA;2024050113;1.2;4
BIA;2024050114;0.0;4
BIA;2024050115;0.7;4
BIA;2024050116;0.7;4
BIA;2024050117;0.3;4
BIA;2024050118;0.0;4
BIA;2024050119;0.0;4
BIA;2024050120;0.0;4
BIA;2024050121;0.1;4
BIA;2024050122;0.2;4
BIA;2024050123;0.2;4
BIA;2024050200;0.0;4
BIA;2024050201;0.1;4
BIA;2024050202;0.0;4
BIA;2024050203;0.0;4
BIA;2024050204;0.0;4
BIA;2024050205;0.1;4
BIA;2024050206;1.0;4
BIA;2024050207;2.3;4
BIA;2024050208;1.2;4
BIA;2024050209;0.3;4
BIA;2024050210;0.4;4
BIA;2024050211;0.2;4
BIA;2024050212;0.0;4
BIA;2024050213;0.0;4
BIA;2024050214;0.0;4
BIA;2024050215;0.0;4
BIA;2024050216;0.2;4
BIA;2024050217;0.0;4
BIA;2024050218;0.0;4
BIA;2024050219;0.0;4
BIA;2024050220;0.0;4
BIA;2024050221;0.0;4
BIA;2024050222;0.0;4
BIA;2024050223;0.0;4
BIA;2024050300;0.6;4
BIA;2024050301;1.4;4
BIA;2024050302;0.3;4
BIA;2024050303;0.1;4
BIA;2024050304;0.0;4
BIA;2024050305;0.0;4
BIA;2024050306;0.0;4
BIA;2024050307;0.0;4
BIA;2024050308;0.0;4
BIA;2024050309;0.0;4
BIA;2024050310;0.0;4
BIA;2024050311;0.0;4
BIA;2024050312;0.0;4
BIA;2024050313;0.0;4
BIA;2024050314;0.0;4
BIA;2024050315;0.0;4
BIA;2024050316;0.0;4
BIA;2024050317;0.0;4
BIA;2024050318;0.0;4
BIA;2024050319;0.0;4
BIA;2024050320;0.7;4
BIA;2024050321;0.8;4
BIA;2024050322;0.3;4
BIA;2024050323;0.3;4
BIA;2024050400;0.0;4
BIA;2024050401;0.0;4
BIA;2024050402;0.0;4
BIA;2024050403;0.0;4
BIA;2024050404;0.0;4
BIA;2024050405;0.0;4
BIA;2024050406;0.0;4
BIA;2024050407;0.0;4
BIA;2024050408;0.1;4
BIA;2024050409;0.0;4
BIA;2024050410;0.0;4
BIA;2024050411;0.0;4
BIA;2024050412;0.0;4
BIA;2024050413;0.0;4
BIA;2024050414;0.0;4
BIA;2024050415;0.0;4
BIA;2024050416;0.0;4
BIA;2024050417;0.0;4
BIA;2024050418;0.0;4
BIA;2024050419;0.0;4
BIA;2024050420;0.0;4
BIA;2024050421;0.0;4
BIA;2024050422;0.0;4
BIA;2024050423;0.0;4
BIA;2024050500;0.0;4
BIA;2024050501;0.0;4
BIA;2024050502;0.0;4
BIA;2024050503;0.0;4
BIA;2024050504;0.0;4
BIA;2024050505;0.0;4
BIA;2024050506;0.0;4
BIA;2024050507;0.0;4
BIA;2024050508;0.0;4
BIA;2024050509;0.0;4
BIA;2024050510;0.0;4
BIA;2024050511;0.0;4
BIA;2024050512;0.0;4
BIA;2024050513;0.0;4
BIA;2024050514;0.0;4
BIA;2024050515;0.0;4
BIA;2024050516;0.0;4
BIA;2024050517;0.0;4
BIA;2024050518;0.0;4
BIA;2024050519;0.0;4
BIA;2024050520;0.0;4
BIA;2024050521;0.0;4
BIA;2024050522;0.0;4
BIA;2024050523;0.1;4
BIA;2024050600;0.8;4
BIA;2024050601;0.0;4
BIA;2024050602;1.3;4
BIA;2024050603;1.8;4
BIA;2024050604;2.3;4
BIA;2024050605;0.7;4
BIA;2024050606;1.3;4
BIA;2024050607;0.8;4
BIA;2024050608;1.2;4
BIA;2024050609;0.8;4
BIA;2024050610;0.7;4
BIA;2024050611;0.4;4
BIA;2024050612;0.1;4
BIA;2024050613;0.0;4
BIA;2024050614;0.0;4
BIA;2024050615;0.0;4
BIA;2024050616;0.7;4
BIA;2024050617;0.3;4
BIA;2024050618;0.0;4
BIA;2024050619;0.1;4
BIA;2024050620;0.0;4
BIA;2024050621;0.0;4
BIA;2024050622;0.0;4
BIA;2024050623;0.1;4
BIA;2024050700;0.1;4
BIA;2024050701;0.3;4
BIA;2024050702;0.6;4
BIA;2024050703;0.2;4
BIA;2024050704;0.0;4
BIA;2024050705;0.3;4
BIA;2024050706;0.4;4
BIA;2024050707;0.2;4
BIA;2024050708;0.0;4
BIA;2024050709;0.0;4
BIA;2024050710;0.0;4
BIA;2024050711;0.0;4
BIA;2024050712;0.0;4
BIA;2024050713;0.0;4
BIA;2024050714;0.0;4
BIA;2024050715;0.0;4
BIA;2024050716;0.4;4
BIA;2024050717;0.5;4
BIA;2024050718;0.5;4
BIA;2024050719;0.8;4
BIA;2024050720;0.4;4
BIA;2024050721;0.7;4
BIA;2024050722;0.3;4
BIA;2024050723;1.1;4
BIA;2024050800;0.5;4
BIA;2024050801;0.0;4
BIA;2024050802;0.1;4
BIA;2024050803;0.1;4
BIA;2024050804;0.2;4
BIA;2024050805;0.0;4
BIA;2024050806;0.0;4
BIA;2024050807;0.0;4
BIA;2024050808;0.0;4
BIA;2024050809;0.0;4
BIA;2024050810;0.0;4
BIA;2024050811;0.0;4
BIA;2024050812;0.0;4
BIA;2024050813;0.0;4
BIA;2024050814;0.0;4
BIA;2024050815;0.0;4
BIA;2024050816;0.0;4
BIA;2024050817;0.0;4
BIA;2024050818;0.0;4
BIA;2024050819;0.0;4
BIA;2024050820;0.0;4
BIA;2024050821;0.0;4
BIA;2024050822;0.0;4
BIA;2024050823;0.0;4
BIA;2024050900;0.0;4
BIA;2024050901;0.0;4
BIA;2024050902;0.0;4
BIA;2024050903;0.0;4
BIA;2024050904;0.0;4
BIA;2024050905;0.0;4
BIA;2024050906;0.0;4
BIA;2024050907;0.0;4
BIA;2024050908;0.0;4
